qid,text
8198,who wrote your love has lifted me higher
8199,where is singapore located on the world map
8200,who sings the songs in walk the line
8201,who were the first judges on britain's got talent
8202,who sang the song the look of love
8203,who sings the theme song on the wire
8204,where is the common bile duct located in the human body
8205,how much electricity does a lemon battery produce
8206,orange is the new black cast correctional officers
8207,where does the london cable car start and finish
8208,who sang maria's songs in west side story
8209,first indian boxer to win an olympic medal
8210,when was the new ofsted inspection framework introduced
8211,who is the actor that plays avery on nashville
8212,who won the fight in freddy vs jason
8213,what type of arabic is spoken in palestine
8214,who played susan in the chronicles of narnia
8215,when was the ballpark in arlington tx built
8216,who was rues mum in home and away
8217,whats the song isn't she lovely about
8218,is canada one of the largest countries in the world
8219,where did the phrase cold shoulder come from
8220,where is french polynesia on the world map
8221,who sang open the door to your heart
8222,where is ellis island located in new york
8223,where was the movie open range shot at
8224,what was the name of thierry’s original documentary
8225,where is most carbon stored in the carbon cycle
8226,how high is the center of the tennis court net
8227,who was the filipino doctor who discovered the antibiotic erythromycin
8228,what topic do all scientific questions have in common
8229,who voices the dad in phineas and ferb
8230,who wrote because he lives i can face tomorrow
8231,when did ghana change driving from left to right
8232,where does the name dow jones come from
8233,where was songs in the key of life recorded
8234,who designed the periodic table we use today
8235,which property is used ti identify the electric charge on the object
8236,when does the next season of spirit riding free come out
8237,who appoints the director of the office of government ethics
8238,where did they film the wally world scenes
8239,who played long john silver in the film treasure island
8240,katy perry this is how we do dancers
8241,jackson browne song about being on the road
8242,where does the columbia river start and end
8243,what nullified the 3 5 compromise in the us constitution
8244,who wrote the lyrics to you've got a friend
8245,disney animation from 1940 with a classical music sound track
8246,who won the basketball national championship in 2018
8247,what is the comb of a rifle stock
8248,who founded the sevagram ashram near wardha in maharashtra
8249,where is guam and who does it belong to
8250,what military museum is located adjacent to eglin air force base in florida
8251,when does game over man come out on netflix
8252,who sings the song this is your life
8253,who survived in the water after titanic sank
8254,what are the major determinant of workers pay
8255,where does the brazos river empty into the gulf of mexico
8256,the shawshank redemption was it a true story
